0.0,0.0
0.002,1.8218773166247857e-11
0.004,1.2446042825140497e-11
0.006,1.0514523464513609e-11
0.008,9.545629446907969e-12
0.01,1.8500865477679028e-11
0.012,1.5534298186772684e-11
0.014,4.807490037932426e-12
0.016,2.4760560518322866e-12
0.018000000000000002,3.3725222464924484e-12
0.02,3.4829046217296375e-12
0.022,4.894256611627947e-12
0.024,6.457101136558465e-12
0.026000000000000002,5.922834455123275e-12
0.028,2.7520388628410963e-12
0.030000000000000002,2.019209974847191e-12
0.032,3.897998142928954e-12
0.034,3.787343285321111e-12
0.036000000000000004,4.5903613576237576e-12
0.038,9.645178437730607e-12
0.04,1.1677189594009679e-11
0.042,1.1395893248488741e-11
0.044,1.370586593380843e-11
0.04599999999999999,1.0909856316279456e-11
0.048,7.757918312330228e-12
0.049999999999999996,9.997344517383187e-12
0.052000000000000005,1.2399465599053365e-11
0.054,9.366312104589034e-12
0.056,1.2731599071408395e-11
0.058,2.0361602114411605e-11
0.060000000000000005,1.0802047277484625e-11
0.062,7.091607090122828e-12
0.064,1.2569375502289762e-11
0.066,4.186479377610023e-12
0.068,4.2674544126611884e-12
0.07,5.147299379528998e-12
0.07200000000000001,9.455850337810438e-13
0.074,5.1145825097099505e-12
0.076,4.458675097366827e-12
0.078,4.5650503913959775e-12
0.08,4.7916414600817144e-11
0.082,1.3248593675001439e-10
0.084,2.364039481267006e-11
0.08600000000000001,1.9569399375265644e-10
0.088,1.3176404864054946e-09
0.09,1.815757789546188e-09
0.09199999999999998,1.5377547173060464e-09
0.094,3.7569166933917215e-10
0.096,5.557323823778707e-11
0.098,1.6029930528935208e-11
0.09999999999999999,4.27640848034227e-12
