0.0,0.0
0.002,3.270941910158074e-10
0.004,6.835477855944817e-10
0.006,1.0262340169000594e-09
0.008,1.3423134038198425e-09
0.01,1.6367669552736908e-09
0.012,1.8592068155645866e-09
0.014,1.963378532899683e-09
0.016,2.059289773827781e-09
0.018000000000000002,2.1031909424226438e-09
0.02,2.0753212824699457e-09
0.022,2.0358890622098834e-09
0.024,2.032421448133138e-09
0.026000000000000002,2.007848719123586e-09
0.028,1.9571754498092706e-09
0.030000000000000002,1.9959288427728376e-09
0.032,2.0906106616823105e-09
0.034,2.162565681671495e-09
0.036000000000000004,2.3660955222791177e-09
0.038,2.7247636305071025e-09
0.04,3.1505208509794694e-09
0.042,3.881573563167896e-09
0.044,5.147719675494642e-09
0.04599999999999999,6.966360470683767e-09
0.048,9.905868613071148e-09
0.049999999999999996,1.3371931772309029e-08
0.052000000000000005,1.4383782308160193e-08
0.054,1.1845193539021312e-08
0.056,8.712910920324251e-09
0.058,6.448392469140944e-09
0.060000000000000005,5.1333676884853085e-09
0.062,4.539065344495212e-09
0.064,4.1770044836550275e-09
0.066,4.057180044964099e-09
0.068,4.296310251028586e-09
0.07,4.626307266904496e-09
0.07200000000000001,5.079792542844349e-09
0.074,6.01712746393369e-09
0.076,7.355804935687225e-09
0.078,1.0438202065231066e-08
0.08,2.0670218497462826e-08
0.082,2.7972680777019185e-08
0.084,6.932335240099451e-09
0.08600000000000001,4.141384173564027e-09
0.088,3.722885143592358e-09
0.09,3.1810156125276546e-09
0.09199999999999998,2.7688253896597287e-09
0.094,1.4313725403880763e-09
0.096,1.1243278609401571e-09
0.098,1.094133885288623e-09
0.09999999999999999,1.1175980796956059e-09
